left_dist,right_dist,left_slope,right_slope,label
-133.3877197265624,-121.97008666992178,-0.013465351623320234,0.2078342766948085,attentive_no_understanding
-92.1999389648438,-92.31135864257817,-0.01989687940338721,0.09874531874900123,attentive_no_understanding
-126.69865112304683,-143.19559020996098,-0.2556686420848727,-0.04720562880109727,attentive_no_understanding
-181.28127441406252,-167.19888305664062,0.03501422849275449,0.1529511143097732,attentive_no_understanding
-120.06191711425777,-101.69965820312495,0.04414125957428705,0.3022609879964786,attentive_no_understanding
-252.8675292968751,-258.0472076416015,-0.12129496125889377,0.11094162370785085,attentive_no_understanding
-117.50773925781255,-130.6135498046874,-0.22786194386683634,0.0037046850686115406,attentive_no_understanding
-96.57006225585928,-94.71892089843755,-0.07596691080222646,0.048154984637163785,attentive_no_understanding
-3.6979774475097713,-3.746413167317698,-0.07050416236660317,0.026187522725962382,attentive_no_understanding
-80.40283813476572,-80.736083984375,-0.06873731487071778,0.12218895175803428,attentive_no_understanding
-3.5388099670410185,-3.5715034484863253,-0.07087655526276974,0.014339542186287201,attentive_no_understanding
-117.16326293945303,-111.95956420898438,-0.1021411662830434,0.14983692049364325,attentive_no_understanding
-128.16390380859366,-135.89149780273442,-0.18171387855274432,0.06797627930457034,attentive_no_understanding
-147.5109741210938,-142.46003417968745,-0.10291690503472203,0.18302595706893102,attentive_no_understanding
-135.75847778320315,-130.69211730957034,-0.06146578453966643,0.19786355796583222,attentive_no_understanding
-126.68285827636714,-126.52320251464835,-0.15091893541854615,0.16560296438097583,attentive_no_understanding
-114.45133666992183,-128.83968505859366,-0.2315076617418139,-0.00278085747205546,attentive_no_understanding
-136.68231811523435,-131.94317016601565,-0.06762677591074048,0.19555054607870043,attentive_no_understanding
-9.447345352172853,-10.080114110310873,-0.1888608676658939,-0.007685677105863815,attentive_no_understanding
-282.6356018066406,-294.75524597167964,-0.0798855281109612,0.06826559672469645,attentive_no_understanding
-130.3657104492188,-134.73544616699223,-0.16836861650861357,0.08463694188644079,attentive_no_understanding
-106.72781982421884,-94.90933837890634,0.08892988476308804,0.1468472260749169,attentive_no_understanding
-127.11570434570308,-126.86469116210947,-0.15095101296187072,0.16868881363510285,attentive_no_understanding
-96.6254760742188,-94.29152221679692,-0.0882559355110477,0.08281339937735524,attentive_no_understanding
-124.34401245117192,-135.30089721679678,-0.14478782613791896,0.0640855264211243,attentive_no_understanding
-5.131083424886064,-4.728687286376953,-0.03151409884063886,0.22916775908517723,attentive_no_understanding
-145.68953857421866,-127.83377685546884,0.06396165966064879,0.3231289411281359,attentive_no_understanding
-119.81608276367183,-117.12580871582031,-0.11525195397963003,0.1412869928711546,attentive_no_understanding
-4.161670430501303,-4.220794423421225,-0.0645256746464277,0.12318267249532615,attentive_no_understanding
-4.6894236246744825,-4.354860432942701,-0.015058034378588886,0.1735567773466994,attentive_no_understanding
-4.792801793416345,-4.916799290974936,-0.14132977059103982,0.07353962109781192,attentive_no_understanding
-116.24650268554683,-108.67710266113272,-0.07535603387219582,0.16735844765547347,attentive_no_understanding
-140.7403686523437,-129.38135375976572,-0.013509194579041582,0.23691502671961412,attentive_no_understanding
-91.59689331054688,-89.57184448242197,-0.05094493958706313,0.1338767663095854,attentive_no_understanding
-4.973413721720377,-5.021749496459961,-0.16240549072014235,0.15941886362365693,attentive_no_understanding
-141.6900756835937,-126.38060913085928,0.0626976482568342,0.2596135701702999,attentive_no_understanding
-288.72823181152353,-296.87103881835947,-0.0593225343524041,0.08161496720580837,attentive_no_understanding
-12.386353047688807,-12.201380666097009,-0.10525133498132526,0.017318630439345045,attentive_no_understanding
-130.92998046875005,-132.70734252929685,-0.14105235834786667,0.120145600283968,attentive_no_understanding
-116.28429565429678,-119.26303710937509,-0.16181137155876765,0.08933673281468471,attentive_no_understanding
-182.89483032226553,-173.61934204101567,-0.009072126467174237,0.10478141468212081,attentive_no_understanding
-134.84800415039058,-129.44253234863277,-0.07093941146304251,0.18654710572890615,attentive_no_understanding
-138.1950576782226,-135.56225738525393,-0.2116197847870007,0.24193711231167683,attentive_no_understanding
-80.64270629882822,-82.77219848632808,-0.10563117047630335,-0.0033199788792804994,attentive_no_understanding
-5.582340621948241,-5.53214975992838,-0.1118175805466924,0.14533623683408955,attentive_no_understanding
-301.8729003906251,-292.28007812500005,-0.058449494673393367,0.06310967761311331,attentive_no_understanding
-136.1534667968749,-136.6087402343751,-0.07632873258827833,0.1376165133681435,attentive_no_understanding
-135.03876953124995,-122.41762695312491,0.0027994046407070596,0.2420237070464462,attentive_no_understanding
-127.1925048828125,-139.67377319335947,-0.21412696848899784,0.01262311147147057,attentive_no_understanding
-136.91552429199214,-132.08739929199214,-0.06703200524863041,0.19560331999212024,attentive_no_understanding
-4.9261390686035185,-4.247874450683597,0.08407301018902327,0.23732846277003267,attentive_no_understanding
-5.423799387613933,-5.60164082845052,-0.2214567451221728,0.052054963342318954,attentive_no_understanding
-132.1816864013672,-128.82492065429688,-0.09635132988403133,0.1670826028334533,attentive_no_understanding
-126.86655273437509,-143.24434204101567,-0.2567913706364723,-0.04329106795949664,attentive_no_understanding
-131.9895263671874,-139.27650756835942,-0.1570654115271901,0.07440558381606148,attentive_no_understanding
-3.7133898417154967,-3.830451456705731,-0.07654485383083931,0.01825032717085734,attentive_no_understanding
-131.05170288085947,-142.18013305664067,-0.2227142872290358,0.025389552568415498,attentive_no_understanding
-181.75507812499995,-175.88808898925777,-0.051394764247212496,0.12185946298756745,attentive_no_understanding
-151.89746704101572,-140.43102416992178,-0.041745202865979325,0.24122454439713892,attentive_no_understanding
-4.687706247965494,-4.429703776041663,-0.07016805028382574,0.14329776015826484,attentive_no_understanding
-167.56360778808585,-181.5690979003906,-0.12447881910115828,-0.032186068226649135,attentive_no_understanding
-7.06504987080892,-7.527475229899089,-0.09565356890595095,-0.00018012027621764674,attentive_no_understanding
-132.7636474609376,-136.81952514648447,-0.13791887690064378,0.07951293789922702,attentive_no_understanding
-179.09555358886723,-181.49230651855464,-0.1143933039774671,0.04549558401460565,attentive_no_understanding
-9.54150021870931,-9.402772776285808,-0.021905320216000883,0.10722677781831076,attentive_no_understanding
-132.81072998046875,-136.45614929199223,-0.173765879100376,0.08958261880186397,attentive_no_understanding
-141.92106323242183,-150.81603393554678,-0.13966387771253283,0.04243447165704904,attentive_no_understanding
-233.57633361816397,-252.41465759277344,-0.20038706914169557,-0.05175931901490181,attentive_no_understanding
-92.02424316406245,-90.1038940429687,-0.04153319132973837,0.1438939399250862,attentive_no_understanding
-4.627327982584639,-4.102820587158206,0.053280066234199674,0.1998208658823151,attentive_no_understanding
-128.0400268554688,-144.7461181640624,-0.25618042617968884,-0.044781426097982246,attentive_no_understanding
-172.22596130371085,-182.85943603515625,-0.10118633327089543,0.0038125064185465037,attentive_no_understanding
-130.93519897460942,-135.50671081542964,-0.17272819789625418,0.0871111469748752,attentive_no_understanding
-84.70306091308589,-100.95225219726558,-0.1669650233790293,-0.1644499013860637,attentive_no_understanding
-135.47494201660152,-132.62198791503909,-0.09675310595281747,0.18080350371973444,attentive_no_understanding
-3.79263343811035,-4.313240432739256,-0.09538057436697102,-0.11026712799724302,attentive_no_understanding
-4.700175603230797,-4.3902037302652985,-0.14991361114150842,0.2696548173193424,attentive_no_understanding
-4.511450449625656,-4.122781626383471,0.018276286619386888,0.1874262209703554,attentive_no_understanding
-141.5687133789063,-142.42962036132803,-0.1794616726439937,0.10540192322782603,attentive_no_understanding
-83.34688110351567,-102.34241027832036,-0.30123592602220295,-0.1205403797513579,attentive_no_understanding
-4.880497741699216,-5.0019475301106695,-0.0591447438799571,-0.0008581473179417393,attentive_no_understanding
-5.535804367065431,-5.453175862630211,-0.12844322446603337,0.18680006539239338,attentive_no_understanding
-287.92535400390625,-290.69637451171866,-0.020146739355770757,0.12430727321110373,attentive_no_understanding
-127.25558776855473,-126.96235351562495,-0.15096406717373534,0.1701387930861932,attentive_no_understanding
-5.8338727315266965,-5.676959228515624,-0.165190862971178,0.2723141048234017,attentive_no_understanding
-141.0674804687501,-140.88067626953125,-0.1575834455330765,0.09262676531565736,attentive_no_understanding
-3.5850446065266937,-4.192758941650389,-0.1343661923270722,-0.15677401550946388,attentive_no_understanding
-80.87736206054683,-83.26751098632803,-0.11170435940514886,0.002306019832263903,attentive_no_understanding
-145.56078491210928,-147.15038452148428,-0.17571622638214587,0.11113635031336559,attentive_no_understanding
-4.3051536560058565,-4.550750986735025,-0.28524947776457593,0.13349044486186545,attentive_no_understanding
-5.420872243245441,-5.553684743245441,-0.14982633799795603,0.08877502793589702,attentive_no_understanding
-3.9787864685058594,-3.856795501708987,0.011139306411486189,0.1169657337259445,attentive_no_understanding
-126.26642150878911,-123.11148681640623,-0.17695643445519063,0.24204017801762123,attentive_no_understanding
-181.40104064941409,-173.87145690917964,-0.029752067841960408,0.16100904157322846,attentive_no_understanding
-7.478706359863281,-7.330088806152347,-0.05856565298774044,0.11345856422526332,attentive_no_understanding
-123.20370788574223,-126.15192871093745,-0.13919046332546586,0.01633313785511108,attentive_no_understanding
-77.23861083984366,-77.24673461914062,-0.10096728925704473,0.05599681737455199,attentive_no_understanding
-288.73934020996103,-295.97525634765634,-0.052991934649039646,0.10222546754705873,attentive_no_understanding
-4.998485438028972,-4.45250027974447,-0.025030585077276107,0.20704201897053487,attentive_no_understanding
-88.1328125,-93.10128173828116,-0.1071423978111596,0.020670755744223022,attentive_no_understanding
-169.13668518066402,-179.3809173583984,-0.10219948310537247,0.028668373636433913,attentive_no_understanding
-116.27270812988286,-119.19096374511719,-0.1616921468143138,0.08932657678938408,attentive_no_understanding
-133.17358093261714,-134.96565551757817,-0.24251026740090156,0.17681726044649893,attentive_no_understanding
-3.9191551208496094,-3.902115631103513,-0.08088296181302426,0.04082662863227035,attentive_no_understanding
-5.4203483581543,-5.552783966064453,-0.15152474227447285,0.09360886364501761,attentive_no_understanding
-96.06721801757817,-93.80330200195317,-0.08633122011725156,0.08170876608268332,attentive_no_understanding
-141.4080932617187,-125.94173583984366,0.06239476716330684,0.2596868443368441,attentive_no_understanding
-126.49838256835938,-125.28428039550772,-0.14529713640572386,0.16120450716825022,attentive_no_understanding
-4.671705881754562,-4.219041951497388,0.02335503285358191,0.19354550957056207,attentive_no_understanding
-106.25866394042964,-91.35141906738272,0.13705380710631135,0.19980975291650735,attentive_no_understanding
-178.0785675048828,-173.55051574707034,-0.052783275375140215,0.11920814594198346,attentive_no_understanding
-127.01416320800786,-131.00051574707027,-0.2355668585696463,0.1605579811704293,attentive_no_understanding
-142.42460327148433,-127.22073974609384,0.019337014748532597,0.28414006548539916,attentive_no_understanding
-5.312282689412434,-5.307191975911458,-0.09856225672604746,0.19100079826435712,attentive_no_understanding
-85.89968872070312,-93.96607055664072,-0.17085011663919564,-0.033620331506765265,attentive_no_understanding
-4.939705912272132,-5.130954106648765,-0.2081755473017221,0.1469864638407918,attentive_no_understanding
