left_dist,right_dist,left_curve,right_curve,left_ear,right_ear,label
-2.197563742111422,-2.0938127284786097,0.0016459124274732168,0.0019606637651268686,0.3270993806311061,0.32479497032283416,attentive_no_understanding
-2.5504462341082927,-2.3991847942473994,0.001988381555281254,0.0018093071659788119,0.2521649150929105,0.2531915364052065,attentive_no_understanding
-2.0927337101770997,-2.2911484616815674,0.0019377417637386559,0.0016105152220135662,0.32795049236955326,0.3323419770730519,attentive_no_understanding
-2.5145501009380107,-2.4033500903651452,0.0009243565687809072,0.0012535728761660797,0.2550044955751462,0.2645259875551052,attentive_no_understanding
-2.7219364118657987,-2.0808166180881797,0.001322567673613523,0.0017174166803358849,0.21766776043412092,0.25431654475382454,attentive_no_understanding
-4.595821699518675,-4.633676761831486,0.0012881351885895163,0.0009970604608872781,0.18462601816325455,0.175207084258061,attentive_no_understanding
-2.1713938335808978,-2.3853324683604957,0.0019187409463447117,0.0015690188752541803,0.30551598491939524,0.2991527959143683,attentive_no_understanding
-2.572275194724749,-2.656073691452984,0.0018334516791432278,0.0020180752231903107,0.24641390110087408,0.24564293202807855,attentive_no_understanding
-2.7030716894849887,-3.1667765144919504,0.03497606756567634,0.031632786297967536,0.19897576972652595,0.17074139124208437,attentive_no_understanding
-2.779226689283276,-2.5294675570037555,0.001539167470117551,0.0016132022820296529,0.191295702766497,0.20797237653050105,attentive_no_understanding
-2.2846280771920857,-2.5162821574086993,0.031582075392136796,0.034379345472018076,0.22579741378731868,0.2163878875868798,attentive_no_understanding
-3.0214859499384144,-2.7283896905928446,0.0013147125944621314,0.001560585693035355,0.18870231949494076,0.20856964593521732,attentive_no_understanding
-2.2391745123819926,-2.3458253521720356,0.002031048109270115,0.0017421905260235674,0.3190742683153282,0.3094388769062285,attentive_no_understanding
-2.2774297143341773,-2.1402623077691914,0.0015433484342216772,0.0014667431334211098,0.29680809599204566,0.2993306327852221,attentive_no_understanding
-2.9041673195036353,-2.841430827312115,0.002374063053380788,0.002168887953277899,0.2891589718791114,0.2756165545431731,attentive_no_understanding
-2.957413510586759,-2.9126988910995686,0.0022976126420622077,0.0026525907430659437,0.27499592807383016,0.2865144976289037,attentive_no_understanding
-2.111899894921427,-2.3287654034971577,0.0019070398841824236,0.0015616685684795549,0.3072196906120757,0.30340427160181005,attentive_no_understanding
-2.83329771789154,-2.7820496436787163,0.0023876656185745655,0.0021996809364122167,0.29744784847479905,0.283709401884625,attentive_no_understanding
-3.33246080272995,-3.4474481577542018,0.02683610683174283,0.02782062187471481,0.2273771938036197,0.24106233871830676,attentive_no_understanding
-3.2005955799768455,-3.2056392931392925,0.0011147349704516483,0.0008077920137653402,0.2594155282917682,0.24411578911725657,attentive_no_understanding
-2.780125188896222,-2.799811211392509,0.0021093185361533927,0.0023238813328060434,0.2772263813779906,0.28970911626218837,attentive_no_understanding
-2.13561742711528,-1.9457364137388256,0.0014955243096291186,0.001719324135651857,0.3044878105329109,0.2957929514112423,attentive_no_understanding
-2.9533285970345653,-2.907519919204129,0.002327517690057777,0.0026761899809200967,0.27693554517599195,0.28796577515491917,attentive_no_understanding
-2.480173020192479,-2.49131563627333,0.002120948012844767,0.0022905176458236707,0.2701972657898741,0.27342197591299144,attentive_no_understanding
-2.7869521947095515,-3.067885783087508,0.0017275251045125236,0.0016736181370226944,0.23340713829370818,0.22464571603010622,attentive_no_understanding
-2.2180931398901285,-2.0073015040223856,0.03617552544604008,0.04645206821886334,0.3077590233761662,0.3281233602885951,attentive_no_understanding
-2.1211128705762325,-1.9379883651962635,0.0017926759528976042,0.002348026957939791,0.3750800532067476,0.3639935899274669,attentive_no_understanding
-3.3098493757782212,-3.129482450175066,0.0015405681957658397,0.0013558024724728657,0.18314259312763992,0.18328362562524506,attentive_no_understanding
-2.622530453163588,-2.543880954351632,0.05616746672070057,0.048962446476340016,0.2729126492644611,0.26794354262550063,attentive_no_understanding
-2.008804961560544,-1.8216991027678633,0.03511934295605057,0.04791212981931355,0.32115682967581083,0.350036898046143,attentive_no_understanding
-3.2840043424128473,-3.862271238990206,0.03685297289718537,0.032191826410369564,0.1800318353410497,0.15313501948228442,attentive_no_understanding
-3.1490100765600304,-2.617678195493141,0.001293101576857164,0.0015799815746131579,0.17976232105109244,0.21267997902473876,attentive_no_understanding
-2.082302923580539,-1.9831342512812178,0.0017961359786138103,0.0021240508728638074,0.3631188309928498,0.35638218404508826,attentive_no_understanding
-3.291125263437217,-2.7133648758084403,0.0012830193758870702,0.0014763190171937241,0.1664334352660267,0.1959438738926466,attentive_no_understanding
-3.1659953828495193,-3.1072373561061504,0.050941558352111276,0.06203012960364695,0.24677650931680004,0.26286157088726575,attentive_no_understanding
-2.2061334009965106,-2.0653367685460577,0.0016970350689276602,0.0019619724452887973,0.34761352895918873,0.3320474466067077,attentive_no_understanding
-3.047589546056032,-3.019014083851381,0.001145579617288764,0.0008012260938257484,0.27823989145889755,0.25794103777630173,attentive_no_understanding
-3.436471094168105,-3.444267197903768,0.02045661623991954,0.025501494630693216,0.23459020345027395,0.25124436763407315,attentive_no_understanding
-3.141581689066192,-3.226550353517478,0.002509683816127694,0.001969431945820497,0.2626582462779945,0.24579640060580826,attentive_no_understanding
-3.193138245719886,-3.7309977430774373,0.001553446893199535,0.00133415270696793,0.18539647821495872,0.15793435171000514,attentive_no_understanding
-2.5405968715516707,-2.4432645467675216,0.0009758102873008901,0.0012575442814006708,0.2535898105053417,0.26719908851296614,attentive_no_understanding
-2.7742405635500633,-2.6256699630128284,0.002117290721310469,0.0025387115403172488,0.2937937626602074,0.3060623024325742,attentive_no_understanding
-2.706789125563854,-2.724597070237388,0.0025866489935983937,0.0031345207191287475,0.31855436698048756,0.3247140357191338,attentive_no_understanding
-2.1111560106224916,-2.383998094404333,0.0014341830818797169,0.00134968746905904,0.23134773049524382,0.2150074427472366,attentive_no_understanding
-2.876411250297296,-2.819245463970967,0.05078665564592176,0.0551724467227062,0.27931048826427657,0.28550840660070903,attentive_no_understanding
-3.322762592325357,-3.301022074521069,0.0008534900911647111,0.0011031616951707628,0.24591808826268727,0.2588414197373044,attentive_no_understanding
-2.4068733950497383,-2.395859532388349,0.001985070475648933,0.0018780126737828918,0.31612488465190514,0.30566974726685475,attentive_no_understanding
-2.019557016042536,-1.9004186114380017,0.001639297915006756,0.0020780149091472787,0.35939131362704424,0.35781428747546945,attentive_no_understanding
-2.074179578519693,-2.213075375008584,0.0020450712801875106,0.0017568582466144676,0.33725132615811093,0.33638703932137054,attentive_no_understanding
